"url","id","label","label_it","label_en","label_de","level"
"071000","07.10.00","Estrazione di minerali metalliferi ferrosi","Estrazione di minerali metalliferi ferrosi","Mining of iron ores","Eisenerzbergbau","6"
"072","07.2","Estrazione di minerali metalliferi non ferrosi","Estrazione di minerali metalliferi non ferrosi","Mining of non-ferrous metal ores","NE-Metallerzbergbau","3"
"0721","07.21","Estrazione di minerali di uranio e torio","Estrazione di minerali di uranio e torio","Mining of uranium and thorium ores","Bergbau auf Uran- und Thoriumerze","4"
"07210","07.21.0","Estrazione di minerali di uranio e torio","Estrazione di minerali di uranio e torio","Mining of uranium and thorium ores","Bergbau auf Uran- und Thoriumerze","5"
"072100","07.21.00","Estrazione di minerali di uranio e torio","Estrazione di minerali di uranio e torio","Mining of uranium and thorium ores","Bergbau auf Uran- und Thoriumerze","6"
"0729","07.29","Estrazione di altri minerali metalliferi non ferrosi","Estrazione di altri minerali metalliferi non ferrosi","Mining of other non-ferrous metal ores","Sonstiger NE-Metallerzbergbau","4"
"07290","07.29.0","Estrazione di altri minerali metalliferi non ferrosi","Estrazione di altri minerali metalliferi non ferrosi","Mining of other non-ferrous metal ores","Sonstiger NE-Metallerzbergbau","5"
"072900","07.29.00","Estrazione di altri minerali metalliferi non ferrosi","Estrazione di altri minerali metalliferi non ferrosi","Mining of other non-ferrous metal ores","Sonstiger NE-Metallerzbergbau","6"
"08","08","Altre attività estrattive","Altre attività estrattive","Other mining and quarrying","Gewinnung von Steinen und Erden, sonstiger Bergbau","2"
"081","08.1","Estrazione di pietra, sabbia e argilla","Estrazione di pietra, sabbia e argilla","Quarrying of stone, sand and clay","Gewinnung von Natursteinen, Kies, Sand, Ton und Kaolin","3"
"0811","08.11","Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Quarrying of ornamental stone, limestone, gypsum, slate and other stone","Gewinnung von Naturwerksteinen, Kalk- und Gipsstein, Schiefer und sonstigem Gestein","4"
"08110","08.11.0","Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Quarrying of ornamental stone, limestone, gypsum, slate and other stone","Gewinnung von Naturwerksteinen, Kalk- und Gipsstein, Schiefer und sonstigem Gestein","5"
"081100","08.11.00","Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Quarrying of ornamental stone, limestone, gypsum, slate and other stone","Gewinnung von Naturwerksteinen, Kalk- und Gipsstein, Schiefer und sonstigem Gestein","6"
"0812","08.12","Estrazione di ghiaia, sabbia, argilla e caolino","Estrazione di ghiaia, sabbia, argilla e caolino","Operation of gravel and sand pits and mining of clay and kaolin","Gewinnung von Kies und Sand, Ton und Kaolin","4"
"08120","08.12.0","Estrazione di ghiaia, sabbia, argilla e caolino","Estrazione di ghiaia, sabbia, argilla e caolino","Operation of gravel and sand pits and mining of clay and kaolin","Gewinnung von Kies und Sand, Ton und Kaolin","5"
"081200","08.12.00","Estrazione di ghiaia, sabbia, argilla e caolino","Estrazione di ghiaia, sabbia, argilla e caolino","Operation of gravel and sand pits and mining of clay and kaolin","Gewinnung von Kies und Sand, Ton und Kaolin","6"
"089","08.9","Attività estrattive n.c.a.","Attività estrattive n.c.a.","Mining and quarrying n.e.c.","Sonstiger Bergbau; Gewinnung von Steinen und Erden a. n. g.","3"
"0891","08.91","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Mining of chemical and fertiliser minerals","Bergbau auf chemische und Düngemittelminerale","4"
"08910","08.91.0","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Mining of chemical and fertiliser minerals","Bergbau auf chemische und Düngemittelminerale","5"
"089100","08.91.00","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Mining of chemical and fertiliser minerals","Bergbau auf chemische und Düngemittelminerale","6"
"0892","08.92","Estrazione di torba","Estrazione di torba","Extraction of peat","Torfgewinnung","4"
"08920","08.92.0","Estrazione di torba","Estrazione di torba","Extraction of peat","Torfgewinnung","5"
"089200","08.92.00","Estrazione di torba","Estrazione di torba","Extraction of peat","Torfgewinnung","6"
"0893","08.93","Estrazione di sale","Estrazione di sale","Extraction of salt","Gewinnung von Salz","4"
"08930","08.93.0","Estrazione di sale","Estrazione di sale","Extraction of salt","Gewinnung von Salz","5"
"089301","08.93.01","Estrazione di sale dal sottosuolo","Estrazione di sale dal sottosuolo","Extraction of salt from underground","Gewinnung von Salz aus dem Untergrund","6"
"089302","08.93.02","Salicoltura marina","Salicoltura marina","Marine saliculture","Meersalzgewinnung","6"
"089303","08.93.03","Produzione di sale da salamoia","Produzione di sale da salamoia","Salt production by evaporation of other saline waters","Herstellung von Salz aus Salzlake","6"
"0899","08.99","Altre attività estrattive n.c.a.","Altre attività estrattive n.c.a.","Other mining and quarrying n.e.c.","Gewinnung von Steinen und Erden a. n. g.","4"
"08990","08.99.0","Altre attività estrattive n.c.a.","Altre attività estrattive n.c.a.","Other mining and quarrying n.e.c.","Gewinnung von Steinen und Erden a. n. g.","5"
"089901","08.99.01","Estrazione di asfalto e bitume naturale","Estrazione di asfalto e bitume naturale","Mining and quarrying of asphalt and natural bitumen","Gewinnung von Naturasphalt und -bitumen","6"
"089909","08.99.09","Altre attività estrattive varie n.c.a.","Altre attività estrattive varie n.c.a.","Mining and quarrying of other minerals n.e.c.","Jegliche andere Gewinnung von Steinen und Erden a. n. g.","6"
"09","09","Attività dei servizi di supporto all'estrazione","Attività dei servizi di supporto all'estrazione","Mining support service activities","Erbringung von Dienstleistungen für den Bergbau und für die Gewinnung von Steinen und Erden","2"
"091","09.1","Attività di supporto all'estrazione di petrolio e gas naturale","Attività di supporto all'estrazione di petrolio e gas naturale","Support activities for petroleum and natural gas extraction","Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas","3"
"0910","09.10","Attività di supporto all'estrazione di petrolio e gas naturale","Attività di supporto all'estrazione di petrolio e gas naturale","Support activities for petroleum and natural gas extraction","Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas","4"
"09100","09.10.0","Attività di supporto all'estrazione di petrolio e gas naturale","Attività di supporto all'estrazione di petrolio e gas naturale","Support activities for petroleum and natural gas extraction","Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas","5"
"091000","09.10.00","Attività di supporto all'estrazione di petrolio e gas naturale","Attività di supporto all'estrazione di petrolio e gas naturale","Support activities for petroleum and natural gas extraction","Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas","6"
"099","09.9","Attività di supporto ad altre attività estrattive","Attività di supporto ad altre attività estrattive","Support activities for other mining and quarrying","Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden","3"
"0990","09.90","Attività di supporto ad altre attività estrattive","Attività di supporto ad altre attività estrattive","Support activities for other mining and quarrying","Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden","4"
"09900","09.90.0","Attività di supporto ad altre attività estrattive","Attività di supporto ad altre attività estrattive","Support activities for other mining and quarrying","Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden","5"
"099000","09.90.00","Attività di supporto ad altre attività estrattive","Attività di supporto ad altre attività estrattive","Support activities for other mining and quarrying","Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden","6"
"10","10","Produzione di prodotti alimentari","Produzione di prodotti alimentari","Manufacture of food products","Herstellung von Nahrungs- und Futtermitteln","2"
"101","10.1","Lavorazione e conservazione di carne e produzione di prodotti a base di carne","Lavorazione e conservazione di carne e produzione di prodotti a base di carne","Processing and preserving of meat and production of meat products","Schlachten und Fleischverarbeitung","3"
"1011","10.11","Lavorazione e conservazione di carne, esclusa la carne di volatili","Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat","Schlachten, ohne Schlachten von Geflügel","4"
"10110","10.11.0","Lavorazione e conservazione di carne, esclusa la carne di volatili","Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat","Schlachten, ohne Schlachten von Geflügel","5"
"101100","10.11.00","Lavorazione e conservazione di carne, esclusa la carne di volatili","Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat","Schlachten, ohne Schlachten von Geflügel","6"
"1012","10.12","Lavorazione e conservazione di carne di volatili","Lavorazione e conservazione di carne di volatili","Processing and preserving of poultry meat","Schlachten von Geflügel","4"
"10120","10.12.0","Lavorazione e conservazione di carne di volatili","Lavorazione e conservazione di carne di volatili","Processing and preserving of poultry meat","Schlachten von Geflügel","5"
"101200","10.12.00","Lavorazione e conservazione di carne di volatili","Lavorazione e conservazione di carne di volatili","Processing and preserving of poultry meat","Schlachten von Geflügel","6"
"1013","10.13","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Production of meat and poultry meat products","Fleischverarbeitung","4"
"10130","10.13.0","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Production of meat and poultry meat products","Fleischverarbeitung","5"
"101300","10.13.00","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Production of meat and poultry meat products","Fleischverarbeitung","6"
"102","10.2","Lavorazione e conservazione di pesce, crostacei e molluschi","Lavorazione e conservazione di pesce, crostacei e molluschi","Processing and preserving of fish, crustaceans and molluscs","Fischverarbeitung","3"
"1020","10.20","Lavorazione e conservazione di pesce, crostacei e molluschi","Lavorazione e conservazione di pesce, crostacei e molluschi","Processing and preserving of fish, crustaceans and molluscs","Fischverarbeitung","4"
"10200","10.20.0","Lavorazione e conservazione di pesce, crostacei e molluschi","Lavorazione e conservazione di pesce, crostacei e molluschi","Processing and preserving of fish, crustaceans and molluscs","Fischverarbeitung","5"
"102001","10.20.01","Lavorazione di alghe","Lavorazione di alghe","Processing of seaweed","Algenverarbeitung","6"
"102009","10.20.09","Altre attività di lavorazione e conservazione di pesce, crostacei e molluschi","Altre attività di lavorazione e conservazione di pesce, crostacei e molluschi","Other activities of processing and preserving of fish, crustaceans and molluscs","Sonstige Fischverarbeitungen","6"
"103","10.3","Lavorazione e conservazione di frutta e ortaggi","Lavorazione e conservazione di frutta e ortaggi","Processing and preserving of fruit and vegetables","Obst- und Gemüseverarbeitung","3"
"1031","10.31","Lavorazione e conservazione di patate","Lavorazione e conservazione di patate","Processing and preserving of potatoes","Kartoffelverarbeitung","4"
